"","s.French_flat","s.Hazel_Dell","s.Horse_Rock","s.Lower_Table","s.Roxy_Ann","s.Upper_Table","s.Upper_Weir","s.Whetstone","s.Whidbey","index","stat","p.value"
"OTU3073:256grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3899
"OTU2860:109grass",1,0,0,0,0,0,0,1,0,16,0.361376586220834,0.0074
"OTU209:28grass",0,0,0,0,1,1,0,0,0,36,0.256954939561768,0.1339
"OTU3119:20grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3899
"OTU3613:20grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3899
"OTU1242:21grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3791
"OTU2662:21grass",0,0,0,0,0,1,0,0,0,6,0.273350598599758,0.2028
"OTU1406:21grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3791
"OTU634:21grass",0,0,0,1,1,1,0,1,0,242,0.209329659341178,0.4603
"OTU510:21grass",0,0,0,0,0,1,0,0,0,6,0.23957863689919,0.4725
"OTU979:21grass",0,0,0,0,0,1,0,0,0,6,0.251953920430732,0.3791
"OTU950:21grass",0,0,0,0,0,1,0,0,1,42,0.221283476125165,0.7105
"OTU542:21grass",0,0,0,0,1,0,0,0,0,5,0.227835523899571,0.5075
"OTU1891:81grass",0,0,0,0,1,0,0,0,0,5,0.261892463308249,0.3837
"OTU1481:21grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3791
"OTU1869:21grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3791
"OTU2518:102grass",0,0,0,0,0,0,0,1,0,8,0.360464764202577,0.0304
"OTU1545:93grass",1,0,0,0,0,0,0,0,0,1,0.193400826879118,0.6935
"OTU1744:38grass",0,1,0,0,0,0,0,0,1,24,0.364849693585282,0.0063
"OTU1154:150grass",0,0,0,0,0,0,0,0,1,9,0.351245203501251,0.0101
"OTU1935:21grass",0,0,0,0,0,1,0,0,0,6,0.270484024527481,0.3791
"OTU2491:23grass",0,1,0,0,0,1,0,0,0,21,0.360041149911548,0.0087
"OTU336:21grass",1,0,0,0,0,0,0,0,0,1,0.180731525099957,0.7948
"OTU3815:21grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3791
"OTU224:33grass",0,0,0,1,0,0,0,0,0,4,0.171455105319664,0.8799
"OTU268:21grass",0,0,0,0,0,0,0,1,0,8,0.548696472711946,1e-04
"OTU2122:135grass",0,1,0,1,0,0,0,0,0,19,0.218201337887181,0.5864
"OTU3338:21grass",1,0,0,0,0,1,0,0,0,14,0.222026517893443,0.7125
"OTU577:21grass",0,0,0,1,0,0,0,0,0,4,0.242299580665121,0.3611
"OTU243:21grass",0,0,1,0,0,0,0,0,1,30,0.263323088915024,0.1127
"OTU344:26grass",0,1,1,1,0,0,0,1,0,189,0.19945291782622,0.536
"OTU894:148grass",0,0,0,0,0,0,0,0,1,9,0.301395777928905,0.0395
"OTU573:22grass",0,0,0,0,1,1,0,0,0,36,0.352687963234709,0.0099
"OTU956:22grass",0,0,0,0,1,1,0,0,0,36,0.52129446330471,1e-04
"OTU196:25grass",0,0,0,0,0,1,0,0,0,6,0.338511771262941,0.017
"OTU2131:22grass",0,0,0,0,1,1,0,0,0,36,0.389256435336405,0.0072
"OTU980:22grass",0,0,0,0,0,1,0,0,0,6,0.387387166054511,0.0267
"OTU2717:23grass",0,0,0,0,0,1,0,0,0,6,0.388514344942906,0.0267
"OTU3771:23grass",0,0,0,0,0,1,0,0,0,6,0.487537489096315,1e-04
"OTU1141:22grass",0,0,0,0,0,1,0,0,0,6,0.383263217645884,0.0267
"OTU1676:80grass",0,0,0,0,1,0,0,0,0,5,0.363007950035853,0.0236
"OTU1218:22grass",0,0,0,0,0,1,0,0,0,6,0.38753648596587,0.0267
"OTU701:22grass",0,0,0,0,1,1,0,0,0,36,0.364554613242167,0.0102
"OTU969:22grass",0,0,0,0,0,1,0,0,0,6,0.387967241257219,0.0267
"OTU997:22grass",0,0,0,0,0,1,0,0,0,6,0.373635898886203,0.0096
"OTU2414:85grass",0,0,0,0,1,1,0,0,0,36,0.348043888659663,0.027
"OTU1836:22grass",0,0,0,0,0,1,0,0,0,6,0.324060275807751,0.0267
"OTU2888:118grass",0,0,0,1,0,0,0,0,0,4,0.600646148565493,1e-04
"OTU2375:22grass",0,0,0,0,0,1,0,0,0,6,0.388514344942906,0.0267
"OTU1456:22grass",0,0,0,0,0,1,0,0,0,6,0.385865606785895,0.0267
"OTU202:34grass",0,0,0,0,0,0,0,0,1,9,0.264245496609386,0.1
"OTU3678:66grass",0,0,1,0,0,1,0,0,1,106,0.184410624989389,0.7428
"OTU1145:104grass",0,0,0,0,0,1,0,1,0,41,0.286577086901402,0.0533
"OTU3480:22grass",0,0,0,0,0,1,0,0,0,6,0.368229847159329,0.0267
"OTU1540:22grass",0,0,0,0,0,1,0,0,0,6,0.379314721650945,0.0267
"OTU2512:22grass",0,0,0,0,0,1,0,0,0,6,0.317816416760008,0.0665
"OTU3753:85grass",0,0,0,0,1,1,0,0,0,36,0.487614678815958,5e-04
"OTU1506:150grass",0,0,0,0,0,0,0,0,1,9,0.31709213047713,0.0309
"OTU2014:22grass",0,0,0,0,0,1,0,0,0,6,0.397050694157992,0.0045
"OTU2278:22grass",0,0,1,0,0,1,1,0,0,104,0.295994163989377,0.0485
"OTU2011:63grass",0,0,0,1,0,0,0,0,1,35,0.229589536681622,0.2811
"OTU2327:68grass",0,1,1,0,1,1,0,0,1,338,0.216831423267159,0.3811
"OTU2732:22grass",0,1,0,0,1,1,1,0,0,211,0.211187214230878,0.3873
"OTU3829:82grass",0,0,0,0,1,0,0,0,0,5,0.321385917545496,0.0509
"OTU2655:84grass",0,0,0,0,1,0,0,0,0,5,0.264496117359598,0.3772
"OTU3879:25grass",0,0,0,0,0,1,0,0,0,6,0.346843987809648,0.0265
"OTU3121:22grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3777
"OTU2178:31grass",0,0,0,0,0,0,0,0,1,9,0.292362688417067,0.0564
"OTU3516:34grass",0,1,0,0,0,0,1,0,1,93,0.233036290299174,0.2654
"OTU2788:22grass",0,0,0,0,0,1,0,0,0,6,0.459557658859323,0.0027
"OTU2258:105grass",0,0,0,1,1,0,0,1,0,112,0.313086718949662,0.0292
"OTU3271:27grass",0,0,0,1,0,0,0,0,0,4,0.346603546623901,0.0079
"OTU96:22grass",0,0,1,0,0,0,0,0,0,3,0.250653161873956,0.1727
"OTU451:26grass",0,0,0,0,0,0,1,0,0,7,0.431407635643285,3e-04
"OTU1409:23grass",0,0,0,0,1,1,1,0,0,120,0.146500093970123,0.9439
"OTU1731:23grass",0,0,0,0,0,1,1,0,0,40,0.140456751165362,0.9535
"OTU1999:23grass",0,0,0,0,1,1,0,1,0,121,0.147733655965869,0.9435
"OTU2841:23grass",0,0,0,0,0,1,1,1,0,126,0.18307302333808,0.7725
"OTU858:23grass",0,0,0,0,0,0,0,1,0,8,0.386163233118486,0.0255
"OTU3671:23grass",0,0,0,0,1,1,0,0,0,36,0.22161430070036,0.5391
"OTU2748:23grass",0,0,0,1,0,1,0,0,0,32,0.209030463461443,0.4706
"OTU2620:23grass",0,0,0,1,1,1,1,1,0,376,0.13437020280777,0.9716
"OTU2741:23grass",0,0,0,0,0,1,0,0,0,6,0.238365647311398,0.192
"OTU3398:23grass",1,1,0,0,0,1,0,0,0,49,0.194257172471453,0.9152
"OTU708:34grass",0,1,0,0,0,0,0,0,0,2,0.267365171921062,0.1131
"OTU3353:23grass",0,0,0,0,0,1,1,0,0,40,0.256978084375023,0.2443
"OTU3110:23grass",0,1,0,0,0,1,0,0,0,21,0.222026517893443,0.7227
"OTU2618:35grass",0,1,0,0,1,1,1,0,0,211,0.162308241060826,0.8734
"OTU3524:23grass",0,0,0,0,0,1,0,0,0,6,0.249263540389794,0.3604
"OTU3300:23grass",0,1,0,0,0,1,1,0,0,89,0.217700172092054,0.5779
"OTU2878:111grass",0,0,0,1,0,0,0,1,1,119,0.174602849221469,0.7514
"OTU2407:23grass",1,1,0,1,1,1,0,0,1,404,0.138675049056307,0.9956
"OTU2907:35grass",0,1,0,1,1,1,0,0,0,201,0.192994099102637,0.636
"OTU2338:23grass",0,0,0,0,1,1,1,1,0,251,0.189487878390122,0.6925
"OTU3088:23grass",0,0,0,0,1,1,1,0,0,120,0.239045721866879,0.231
"OTU3611:47grass",0,0,1,0,0,1,0,0,0,27,0.210699694695505,0.5402
"OTU3880:23grass",1,1,1,1,0,1,1,0,0,386,0.147813191210387,0.9622
"OTU3011:23grass",0,0,0,0,0,1,0,0,0,6,0.250195337964429,0.3046
"OTU2792:71grass",0,0,0,1,1,1,0,0,1,243,0.204611897767784,0.5593
"OTU2244:23grass",0,1,0,0,1,0,1,0,0,86,0.185485413283906,0.6882
"OTU3716:35grass",0,0,0,0,1,1,0,0,0,36,0.22161430070036,0.5472
"OTU2639:23grass",0,0,0,0,0,1,0,0,0,6,0.321385917545496,0.055
"OTU2684:23grass",0,0,0,1,0,0,1,0,0,33,0.166504293303191,0.874
"OTU2614:23grass",0,0,0,1,1,1,1,0,1,377,0.186500961648063,0.7568
"OTU3449:47grass",0,0,1,0,0,1,1,0,0,104,0.218667176052866,0.4134
"OTU3593:71grass",0,1,0,0,0,1,0,0,1,91,0.194257172471453,0.9126
"OTU3413:23grass",0,1,0,1,1,1,0,0,0,201,0.195366166291141,0.7414
"OTU3230:23grass",0,0,1,0,0,1,0,0,0,27,0.223652445764694,0.3586
"OTU3656:23grass",0,1,0,0,0,1,0,0,0,21,0.222026517893443,0.7227
"OTU3109:23grass",0,0,0,0,1,1,0,0,0,36,0.256978084375023,0.2411
"OTU3659:23grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3921
"OTU3525:23grass",0,0,0,0,0,1,1,1,0,126,0.239045721866879,0.2299
"OTU3098:35grass",0,1,0,0,0,1,1,1,0,217,0.159607352227276,0.8886
"OTU2389:59grass",0,0,0,0,0,1,1,0,0,40,0.203652070318931,0.6242
"OTU2914:35grass",0,1,0,0,1,1,0,1,0,212,0.206382256009587,0.5332
"OTU3235:23grass",0,1,1,0,0,1,0,0,0,76,0.195330095361278,0.7434
"OTU3536:35grass",0,1,0,0,0,1,0,0,0,21,0.256978084375023,0.1979
"OTU3776:23grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3921
"OTU3624:59grass",1,0,0,0,1,1,1,0,1,322,0.175411603861406,0.8429
"OTU3713:59grass",0,0,1,0,1,1,1,1,0,371,0.186970540977121,0.7473
"OTU2439:116grass",0,0,0,1,0,0,0,1,0,34,0.395099598820184,0.0033
"OTU3670:23grass",0,0,0,0,0,1,1,1,0,126,0.239045721866879,0.2299
"OTU3474:23grass",0,0,0,0,0,1,0,0,1,42,0.222026517893443,0.72
"OTU3594:71grass",1,0,0,0,0,1,1,0,1,183,0.188982236504614,0.8476
"OTU3780:23grass",0,0,0,0,1,1,1,1,0,251,0.163188341442055,0.917
"OTU3173:35grass",0,1,0,0,0,1,1,0,0,89,0.217700172092054,0.5779
"OTU3225:23grass",0,1,0,0,0,1,0,0,0,21,0.222026517893443,0.7227
"OTU721:24grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3844
"OTU343:24grass",0,1,0,0,1,1,0,0,0,85,0.215403406100458,0.4441
"OTU1048:25grass",0,0,0,0,0,1,0,0,0,6,0.444048490136829,0.0015
"OTU1104:24grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3844
"OTU622:24grass",0,0,0,0,0,1,0,0,1,42,0.246819871466497,0.2054
"OTU368:24grass",0,1,1,1,0,1,0,0,0,187,0.226530289069218,0.3161
"OTU315:24grass",0,0,0,0,0,1,0,0,0,6,0.244881072664897,0.2511
"OTU759:24grass",0,0,0,0,1,1,0,0,0,36,0.257882586632607,0.1531
"OTU1176:88grass",0,0,0,0,1,1,0,0,0,36,0.390617390262077,0.0046
"OTU306:24grass",0,0,0,0,1,1,0,0,0,36,0.241519021099023,0.2106
"OTU214:24grass",0,0,0,0,0,0,0,1,0,8,0.503657048465709,1e-04
"OTU749:24grass",1,0,0,0,0,1,0,1,0,69,0.209546466475493,0.5093
"OTU69:24grass",0,0,1,0,0,0,0,1,0,29,0.201392437121409,0.6696
"OTU1585:24grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3844
"OTU1209:33grass",0,1,0,0,0,1,0,0,1,91,0.378089002028437,0.0053
"OTU794:24grass",0,0,0,1,0,1,0,0,0,32,0.261539226877974,0.1332
"OTU3479:24grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3844
"OTU2678:84grass",0,0,0,0,1,1,0,0,0,36,0.251896360929939,0.2361
"OTU2054:157grass",0,0,1,0,0,0,0,0,0,3,0.192917735438505,0.5638
"OTU1553:24grass",0,1,0,0,0,1,0,0,1,91,0.318036519182091,0.0259
"OTU2629:24grass",0,0,0,0,1,1,0,0,0,36,0.249167127057741,0.2361
"OTU1717:26grass",0,0,0,0,0,1,0,0,0,6,0.367549917972469,0.0073
"OTU2904:24grass",0,0,0,0,0,1,0,0,0,6,0.257547581017815,0.3844
"OTU2876:24grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3844
"OTU2234:24grass",0,0,0,0,0,1,0,0,0,6,0.263814772759035,0.1073
"OTU411:24grass",0,1,0,0,1,1,0,0,1,213,0.222033627910018,0.3293
"OTU3549:115grass",0,0,0,1,0,0,0,0,1,35,0.293072956589547,0.0563
"OTU3483:24grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3844
"OTU3302:143grass",0,0,1,0,0,0,0,0,0,3,0.18169161997645,0.7325
"OTU2448:28grass",0,0,0,1,1,1,1,0,0,241,0.224483275683858,0.3644
"OTU3239:136grass",0,0,0,1,0,1,1,0,1,248,0.179962289344307,0.6649
"OTU3680:24grass",0,0,0,0,1,1,0,0,0,36,0.243561150223727,0.4669
"OTU1732:24grass",0,0,0,0,0,0,0,0,1,9,0.23777448775241,0.4886
"OTU3009:24grass",0,0,0,0,1,1,0,0,0,36,0.243561150223727,0.4777
"OTU310:120grass",0,0,0,1,0,0,0,0,0,4,0.273411744885276,0.3863
"OTU3662:24grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3844
"OTU668:48grass",0,0,0,0,0,1,1,0,1,127,0.199160972158974,0.604
"OTU3256:152grass",0,0,0,0,0,1,0,0,1,42,0.261040795949466,0.1531
"OTU904:26grass",0,0,0,0,0,0,1,0,0,7,0.258772093176757,0.2833
"OTU3262:26grass",0,0,0,0,0,1,0,0,0,6,0.383575534242267,0.0044
"OTU2918:158grass",0,0,0,0,0,0,0,0,1,9,0.279218931661709,0.0759
"OTU3313:24grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3844
"OTU2725:87grass",0,0,0,0,0,1,0,0,1,42,0.39329456922071,0.0028
"OTU1100:150grass",0,0,0,0,0,0,0,0,1,9,0.385308548622922,0.0026
"OTU2428:65grass",0,0,0,0,0,0,0,0,1,9,0.377299575778304,0.0031
"OTU369:25grass",0,0,0,0,1,0,0,0,0,5,0.289273262885493,0.0613
"OTU1079:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU957:25grass",0,0,0,0,1,1,0,0,1,122,0.216187901358182,0.5804
"OTU978:25grass",0,0,0,0,0,1,0,0,0,6,0.268477302645355,0.1979
"OTU1134:25grass",0,0,0,0,1,1,0,0,0,36,0.243561150223727,0.4726
"OTU1864:25grass",0,0,0,0,1,1,0,0,0,36,0.233261896246522,0.4671
"OTU430:25grass",0,0,1,1,0,0,0,1,0,98,0.208669582977941,0.4864
"OTU2468:25grass",0,0,0,0,0,1,0,0,0,6,0.272826058905754,0.3828
"OTU791:26grass",0,0,0,0,0,1,0,0,0,6,0.440778962415727,0.0016
"OTU605:25grass",0,1,0,0,0,0,0,0,0,2,0.159025005756547,0.9909
"OTU1227:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU881:25grass",0,0,0,0,1,1,0,0,0,36,0.251477845384773,0.2315
"OTU835:25grass",0,0,0,0,0,1,0,0,0,6,0.355390000249184,0.0243
"OTU275:25grass",1,0,0,0,0,0,0,0,1,17,0.23711663409024,0.242
"OTU238:57grass",0,1,0,0,0,1,0,0,0,21,0.280745166957995,0.0615
"OTU540:25grass",0,0,1,0,0,1,0,1,0,105,0.226473402158773,0.3185
"OTU172:25grass",0,0,0,1,0,0,0,0,0,4,0.281371893311591,0.0383
"OTU2093:25grass",0,0,0,0,0,1,0,0,0,6,0.266119223060412,0.3077
"OTU378:25grass",0,0,0,1,0,0,0,1,0,34,0.282662895573862,0.0774
"OTU2406:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU1380:25grass",0,0,0,0,0,1,0,0,0,6,0.272789024629508,0.3828
"OTU723:25grass",0,0,0,0,1,1,0,0,0,36,0.380263757956869,0.0047
"OTU1630:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU1652:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU2032:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU1222:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU1169:25grass",0,0,0,0,0,1,0,0,0,6,0.273000596710773,0.3828
"OTU1785:25grass",0,0,0,0,1,1,0,0,0,36,0.252495725432907,0.2315
"OTU3877:85grass",0,0,0,0,1,1,0,0,0,36,0.243561150223727,0.4726
"OTU669:124grass",0,1,0,1,0,0,0,0,0,19,0.256328200320162,0.1228
"OTU1854:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU2205:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU1627:25grass",0,0,0,0,1,1,0,0,0,36,0.256978084375023,0.2315
"OTU2291:25grass",0,0,0,0,1,1,0,0,0,36,0.215137704837497,0.4359
"OTU384:25grass",0,1,0,0,0,0,0,0,0,2,0.250230455114724,0.1558
"OTU3722:85grass",0,0,0,0,1,1,0,0,0,36,0.251896360929939,0.2315
"OTU3164:25grass",0,0,0,0,0,1,0,0,0,6,0.26739120119164,0.3828
"OTU1898:36grass",0,0,0,0,0,0,0,0,1,9,0.372364689766463,0.0043
"OTU698:25grass",0,0,1,0,0,0,0,0,0,3,0.342191245796458,0.0153
"OTU1925:149grass",0,0,0,0,0,0,0,0,1,9,0.406963705400032,0.0015
"OTU525:25grass",0,1,1,0,0,0,0,0,1,79,0.202135647937005,0.567
"OTU3139:85grass",0,0,0,0,1,1,0,0,0,36,0.256978084375023,0.2315
"OTU3632:156grass",1,0,0,0,0,1,0,0,1,70,0.18337052057076,0.9145
"OTU3314:25grass",0,0,0,0,0,1,0,0,0,6,0.255871641706741,0.386
"OTU2861:25grass",0,0,0,0,0,1,0,0,0,6,0.257547581017815,0.3828
"OTU3752:85grass",0,0,0,0,1,1,0,0,0,36,0.256526291202674,0.2315
"OTU1298:105grass",0,0,0,1,0,0,0,1,0,34,0.348299270686969,0.0063
"OTU694:97grass",1,0,0,0,0,0,0,0,0,1,0.219351999762883,0.3898
"OTU1608:25grass",0,0,0,0,1,0,0,0,0,5,0.385458059286628,0.0273
"OTU1745:36grass",0,1,0,0,0,1,0,0,1,91,0.348687157510783,0.0117
"OTU1720:38grass",0,1,0,0,0,1,0,0,1,91,0.321828025650737,0.0258
"OTU2711:25grass",0,0,0,1,0,0,0,0,0,4,0.457745144407538,9e-04
"OTU3281:85grass",0,0,0,0,1,1,0,0,0,36,0.256978084375023,0.2315
"OTU283:26grass",0,1,0,0,0,0,0,0,1,24,0.253377530910548,0.1708
"OTU2100:68grass",0,0,0,1,0,0,0,0,0,4,0.270333067379099,0.1068
"OTU2173:27grass",0,0,0,0,0,1,0,0,0,6,0.396150621813544,0.0031
"OTU2104:144grass",0,0,1,0,0,0,0,0,0,3,0.192487460753868,0.6057
"OTU3090:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU364:25grass",0,0,1,0,0,0,0,0,0,3,0.218762022820939,0.4464
"OTU3380:26grass",1,0,0,0,1,0,0,1,0,66,0.127202054863233,0.9673
"OTU1433:89grass",1,0,0,1,0,0,0,1,0,62,0.273757157971306,0.0995
"OTU2664:36grass",0,1,0,0,0,1,0,0,1,91,0.211442732665562,0.5256
"OTU3426:92grass",0,0,0,0,0,0,0,1,0,8,0.287357560733407,0.0743
"OTU2883:158grass",0,0,0,0,0,1,0,0,1,42,0.299572344757639,0.0435
"OTU295:96grass",1,0,0,0,0,0,0,0,0,1,0.193787326892909,0.6064
"OTU3664:25grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3828
"OTU1901:26grass",0,0,0,0,0,1,0,0,0,6,0.396522338786599,0.0024
"OTU2412:104grass",0,0,0,1,0,0,0,0,0,4,0.462059207613274,2e-04
"OTU237:80grass",1,0,0,0,0,0,0,0,0,1,0.264872995268011,0.1263
"OTU265:26grass",0,0,0,0,0,1,0,0,0,6,0.273749389232657,0.013
"OTU1512:26grass",0,0,0,0,0,1,0,0,0,6,0.273075151899584,0.2077
"OTU1924:26grass",0,0,0,0,0,1,0,0,0,6,0.248973301616926,0.4025
"OTU1475:26grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3886
"OTU3443:26grass",0,0,0,0,0,1,0,0,0,6,0.260950080499982,0.2137
"OTU212:26grass",0,0,1,0,0,0,0,0,0,3,0.163795045674582,0.9567
"OTU710:26grass",0,0,0,0,1,1,0,0,0,36,0.253516633061477,0.2416
"OTU558:41grass",0,0,0,0,0,0,1,0,0,7,0.414778462152631,0.0019
"OTU355:26grass",0,0,0,0,0,0,1,0,0,7,0.276937123822313,0.0327
"OTU1846:48grass",0,0,1,0,0,1,1,0,0,104,0.216475938213135,0.5192
"OTU1470:26grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3886
"OTU878:26grass",0,0,0,0,0,1,0,0,0,6,0.241857042792573,0.4286
"OTU530:26grass",0,0,0,0,0,0,1,0,0,7,0.256650650180348,0.1849
"OTU1362:26grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3886
"OTU1328:26grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3886
"OTU1108:26grass",0,0,0,0,1,1,0,0,0,36,0.255852684548376,0.2368
"OTU1186:27grass",0,0,0,0,0,1,0,0,1,42,0.201558651553185,0.5948
"OTU1601:57grass",0,0,0,0,0,0,1,0,0,7,0.48460215042014,4e-04
"OTU630:41grass",0,0,0,0,0,0,1,0,0,7,0.373580423798206,1e-04
"OTU561:26grass",0,0,0,0,0,1,0,0,0,6,0.363182770525241,0.0072
"OTU79:26grass",0,0,0,0,0,0,0,1,0,8,0.273468656403737,0.1226
"OTU2112:26grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3886
"OTU623:43grass",0,0,1,0,0,0,1,0,0,28,0.20521810110826,0.5962
"OTU1150:26grass",0,0,0,0,0,1,0,0,0,6,0.388020482201744,0.0273
"OTU2304:48grass",0,0,0,0,0,0,1,0,0,7,0.258032860260214,0.2833
"OTU2464:40grass",1,0,1,0,0,0,1,0,0,56,0.167124833154839,0.8114
"OTU1094:26grass",0,0,0,0,0,0,1,0,0,7,0.259175582651853,0.0878
"OTU847:26grass",0,0,0,0,0,0,1,0,0,7,0.367994156949413,0.0179
"OTU456:26grass",0,0,0,0,0,0,1,0,0,7,0.259348281631917,0.097
"OTU1458:48grass",0,0,0,0,0,0,1,0,0,7,0.268546664842929,0.2803
"OTU676:106grass",0,0,0,0,0,0,0,1,0,8,0.33021517719352,0.0316
"OTU474:26grass",0,0,0,0,0,0,1,0,0,7,0.255209928496181,0.2828
"OTU941:91grass",1,0,0,0,0,1,0,0,0,14,0.190121504293057,0.494
"OTU1818:26grass",0,0,0,0,0,0,1,0,0,7,0.264496117359599,0.3884
"OTU387:26grass",0,0,0,0,1,0,1,0,0,37,0.242789270184314,0.2061
"OTU424:26grass",0,0,0,1,0,1,0,0,0,32,0.337231132398522,0.0161
"OTU2198:26grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3886
"OTU2779:26grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3886
"OTU1197:26grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3886
"OTU1396:45grass",0,0,1,0,0,1,1,0,0,104,0.305869621842543,0.0417
"OTU1177:33grass",0,0,1,0,0,0,0,0,0,3,0.460588642449137,3e-04
"OTU1748:26grass",0,0,0,0,0,0,1,0,0,7,0.314457951887496,0.0281
"OTU388:26grass",0,0,1,0,0,0,0,0,0,3,0.202716689286608,0.5131
"OTU250:54grass",0,0,1,0,0,0,1,0,0,28,0.34027301036251,0.0166
"OTU2330:132grass",0,1,0,0,0,1,0,0,0,21,0.205653749924964,0.7176
"OTU3658:26grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3886
"OTU2716:137grass",0,1,1,0,0,1,1,0,0,195,0.171484976711116,0.8163
"OTU341:26grass",0,0,0,0,0,0,0,1,0,8,0.24532181188963,0.2631
"OTU1211:26grass",0,0,0,0,0,0,1,0,0,7,0.451610474416953,8e-04
"OTU935:43grass",0,0,0,0,0,0,1,0,0,7,0.266607215728616,0.3541
"OTU600:36grass",0,1,0,0,0,0,0,0,0,2,0.23529036137987,0.417
"OTU1711:26grass",0,0,0,0,0,0,1,0,0,7,0.270587297661779,0.0773
"OTU1705:159grass",0,0,0,0,0,1,0,0,1,42,0.20936546415969,0.4985
"OTU1166:48grass",0,0,0,0,0,0,1,0,0,7,0.338729598777222,0.0211
"OTU499:34grass",0,1,0,0,1,0,0,0,0,20,0.289752063691996,0.0601
"OTU1274:26grass",0,0,0,0,0,0,1,0,0,7,0.239493469750221,0.3918
"OTU559:26grass",0,0,1,0,0,0,1,0,0,28,0.317027436829083,0.0334
"OTU909:48grass",0,0,0,0,0,0,1,0,0,7,0.269705009983171,0.2803
"OTU1215:26grass",0,1,0,0,0,0,0,0,1,24,0.170000243915925,1
"OTU1692:48grass",0,0,0,1,0,0,1,0,0,33,0.37070190328236,0.0053
"OTU539:26grass",0,0,0,0,0,0,0,1,0,8,0.25977976769517,0.0894
"OTU764:48grass",0,0,0,0,0,0,1,0,0,7,0.267119929239325,0.2803
"OTU1126:26grass",0,0,0,0,0,1,1,0,0,40,0.246069475899844,0.208
"OTU518:26grass",0,1,0,0,0,0,0,0,0,2,0.287653730542344,0.0711
"OTU1457:26grass",0,0,0,0,0,0,1,0,0,7,0.271580495628851,0.0733
"OTU2317:60grass",0,0,0,0,0,0,1,0,0,7,0.236982498520008,0.3548
"OTU2420:60grass",0,0,0,0,0,1,1,0,0,40,0.466500981669136,5e-04
"OTU454:26grass",0,0,1,0,0,0,0,0,0,3,0.187600934859336,0.6508
"OTU1392:58grass",0,0,0,0,0,0,1,0,0,7,0.350489615197613,0.0306
"OTU1596:26grass",0,0,0,0,0,0,1,0,0,7,0.354578454254608,0.0117
"OTU1366:41grass",0,0,1,0,0,0,1,0,0,28,0.274451598918495,0.0977
"OTU1820:49grass",0,0,0,0,0,1,1,0,0,40,0.25437464031659,0.141
"OTU1600:26grass",0,0,0,0,0,0,1,0,0,7,0.212516065663768,0.5276
"OTU544:26grass",0,0,0,1,1,0,1,0,0,111,0.233731908208383,0.2685
"OTU316:26grass",0,0,0,0,0,0,0,0,1,9,0.376613610239745,0.0042
"OTU313:48grass",0,0,0,0,0,0,1,0,0,7,0.255085394192596,0.2831
"OTU1963:26grass",0,0,0,0,0,1,1,0,0,40,0.227519145817921,0.3469
