"","s.French_flat","s.Hazel_Dell","s.Horse_Rock","s.Lower_Table","s.Roxy_Ann","s.Upper_Table","s.Upper_Weir","s.Whetstone","s.Whidbey","index","stat","p.value"
"OTU3625:38grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU3789:38grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU615:38grass",0,0,1,1,1,0,0,0,1,224,0.234755454658055,0.2779
"OTU3615:38grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU2637:38grass",0,1,0,0,0,0,0,0,1,24,0.179025372772774,1
"OTU2752:75grass",0,1,0,0,0,0,1,0,1,93,0.243733339110716,0.2509
"OTU1394:69grass",0,0,0,0,0,0,0,0,1,9,0.222805426396487,0.4401
"OTU2121:38grass",0,0,0,0,0,0,1,0,0,7,0.261706137339922,0.1993
"OTU461:39grass",0,0,1,1,0,0,0,0,1,99,0.229301091918577,0.2841
"OTU1819:39grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU431:39grass",0,0,1,0,0,0,0,1,0,29,0.247853719706797,0.1884
"OTU758:44grass",0,0,1,0,0,0,0,0,0,3,0.192039707455071,0.5434
"OTU1880:39grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU1095:39grass",0,1,0,0,0,0,0,0,0,2,0.182961708199614,1
"OTU537:39grass",0,0,1,0,0,0,0,0,1,30,0.169672288380512,0.8115
"OTU3750:75grass",0,0,0,0,0,0,0,0,1,9,0.260950080499982,0.0919
"OTU362:105grass",0,0,0,1,0,0,0,1,1,119,0.184782942872651,0.7126
"OTU2430:39grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU3507:39grass",0,1,1,0,0,0,0,0,1,79,0.159270977628717,0.9778
"OTU2187:41grass",0,1,1,0,0,0,0,0,0,18,0.167379768661017,0.8418
"OTU727:39grass",0,0,0,0,0,0,0,0,1,9,0.371913418851962,0.0076
"OTU1525:143grass",0,0,1,0,0,0,0,0,0,3,0.174554681760009,0.7913
"OTU3334:39grass",0,1,1,0,0,0,0,0,1,79,0.186008451960549,0.8333
"OTU1469:152grass",0,0,0,0,0,0,0,0,1,9,0.318519333025442,0.033
"OTU2140:75grass",0,1,0,0,0,0,0,0,1,24,0.197510136762499,0.7852
"OTU1905:41grass",0,1,1,0,0,0,0,0,0,18,0.156655809590832,0.9813
"OTU3509:39grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU922:108grass",0,0,0,0,0,0,0,1,0,8,0.272202124894019,0.2039
"OTU1843:146grass",0,1,1,0,0,0,0,0,0,18,0.168631206086763,0.8306
"OTU158:39grass",0,0,0,0,0,0,0,1,0,8,0.273062006649333,0.3229
"OTU1734:75grass",0,0,0,0,0,0,0,0,1,9,0.191574237589562,0.744
"OTU3798:118grass",0,0,0,1,0,0,0,0,0,4,0.250195337964429,0.2983
"OTU2965:39grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU3644:39grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU1194:40grass",0,1,0,0,0,0,0,0,1,24,0.180842710708025,1
"OTU680:40grass",0,1,0,0,0,0,0,0,0,2,0.19282293510004,0.7556
"OTU441:40grass",0,0,0,0,0,0,0,0,1,9,0.270049007745753,0.1368
"OTU2591:40grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU560:40grass",0,1,0,0,0,0,0,0,0,2,0.159322698706476,0.9394
"OTU636:40grass",0,1,0,0,0,0,0,0,0,2,0.192820486071262,0.7556
"OTU2598:40grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU3432:40grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU2270:40grass",0,1,0,0,0,0,0,0,0,2,0.19270987426941,0.7483
"OTU812:40grass",0,0,0,0,0,0,0,0,1,9,0.188124925925957,0.7108
"OTU1611:45grass",0,1,1,0,0,0,0,0,0,18,0.184440153050723,0.7528
"OTU256:40grass",0,1,1,0,0,0,0,0,1,79,0.285900052591862,0.0672
"OTU287:44grass",0,0,1,0,0,0,0,0,0,3,0.269991239421469,0.1078
"OTU635:40grass",0,0,0,0,1,0,0,0,0,5,0.272210691342642,0.1937
"OTU3508:40grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU1315:40grass",0,0,0,0,0,0,0,0,1,9,0.202790995548504,0.4775
"OTU2574:40grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU2080:40grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU686:49grass",0,0,1,0,0,0,0,0,1,30,0.179344726379537,0.8627
"OTU3580:134grass",0,1,1,0,0,0,0,0,0,18,0.23116261056612,0.2668
"OTU3135:40grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU3695:53grass",0,0,0,0,0,0,1,0,0,7,0.300191318592598,0.0633
"OTU339:148grass",0,0,0,0,0,0,0,0,1,9,0.250628915271706,0.2612
"OTU2859:40grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU326:48grass",0,0,1,0,0,0,1,0,0,28,0.277932102106206,0.0817
"OTU2000:40grass",0,1,0,0,0,0,0,0,1,24,0.175449944544226,0.8625
"OTU477:40grass",0,1,0,0,1,0,1,0,0,86,0.217700172092054,0.5842
"OTU3543:130grass",0,1,0,0,0,0,0,0,0,2,0.268076283917995,0.1158
"OTU2474:136grass",0,1,1,0,0,0,0,0,1,79,0.260886670513108,0.1115
"OTU444:50grass",0,0,1,0,0,0,1,0,0,28,0.205399763301163,0.5686
"OTU1081:43grass",0,0,1,0,0,0,0,0,0,3,0.203582382244056,0.3871
"OTU349:41grass",0,1,1,0,0,0,0,0,0,18,0.257314688468383,0.1449
"OTU889:148grass",0,0,1,0,1,0,0,0,1,103,0.205290973107434,0.5339
"OTU1198:41grass",0,0,1,0,0,0,0,0,0,3,0.175594938735746,0.7828
"OTU769:41grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5277
"OTU1440:41grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5277
"OTU2700:53grass",0,0,0,0,0,0,1,0,0,7,0.359996495801595,0.0135
"OTU897:41grass",0,0,1,0,0,0,0,1,0,29,0.209167752885685,0.5302
"OTU968:41grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5277
"OTU2380:41grass",0,0,1,0,0,0,0,0,0,3,0.178697717306538,0.8155
"OTU741:41grass",0,0,0,0,0,0,1,0,0,7,0.264399469054146,0.2742
"OTU3114:41grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5277
"OTU571:41grass",0,0,0,0,0,0,1,0,0,7,0.644332066297307,1e-04
"OTU3259:41grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5277
"OTU3495:41grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5277
"OTU1313:41grass",0,0,1,0,0,0,1,0,0,28,0.288011520406986,0.0603
"OTU645:41grass",0,0,1,1,0,0,0,0,1,99,0.248553971905484,0.183
"OTU479:41grass",0,0,1,0,0,0,0,0,0,3,0.198020197719416,0.4066
"OTU3198:68grass",0,0,1,0,0,0,0,0,1,30,0.173247311779444,0.8503
"OTU2125:41grass",0,0,0,0,0,0,1,0,0,7,0.261912330873745,0.2742
"OTU1959:41grass",0,0,0,0,0,0,1,0,0,7,0.257869296486131,0.2742
"OTU2559:41grass",0,0,0,0,0,0,0,0,1,9,0.171596998388913,1
"OTU2950:41grass",0,0,0,0,0,0,1,0,0,7,0.249263540389794,0.37
"OTU1857:41grass",0,0,0,0,0,0,1,0,0,7,0.268730206630552,0.2742
"OTU926:41grass",0,0,1,0,0,0,1,0,0,28,0.348406892809066,0.0155
"OTU3297:130grass",0,1,0,0,0,0,0,0,1,24,0.226929390405383,0.2993
"OTU1450:41grass",0,0,0,0,0,0,1,0,0,7,0.345764008852726,0.0146
"OTU1023:41grass",0,0,0,0,0,0,1,0,0,7,0.428617460142718,8e-04
"OTU1701:41grass",0,0,0,0,0,0,1,0,0,7,0.386228812905672,0.0059
"OTU2808:41grass",0,0,1,0,0,0,1,0,0,28,0.182623531096501,0.6003
"OTU953:41grass",0,0,0,0,1,0,0,0,0,5,0.273302160093372,0.2684
"OTU3144:53grass",0,0,0,0,0,0,1,0,0,7,0.256254414347691,0.2974
"OTU3511:41grass",0,0,1,1,0,0,0,0,0,25,0.194540501319815,0.5261
"OTU702:41grass",0,0,1,0,0,0,0,0,0,3,0.236616827727078,0.3893
"OTU587:41grass",0,0,1,0,0,0,0,0,0,3,0.248362850524398,0.3927
"OTU3806:41grass",0,0,0,0,0,0,1,0,0,7,0.343506446245204,0.0406
"OTU1367:43grass",0,0,1,0,0,0,0,0,0,3,0.203196146761159,0.4
"OTU2046:55grass",0,0,0,0,0,0,1,0,0,7,0.321880413955604,0.015
"OTU1452:41grass",0,0,1,0,0,0,0,0,0,3,0.215081217165286,0.4467
"OTU553:41grass",0,0,1,0,0,0,0,0,0,3,0.197480567371793,0.4081
"OTU497:75grass",0,1,0,0,0,0,0,1,0,23,0.233313393293039,0.2827
"OTU1741:61grass",0,0,0,0,0,0,1,0,0,7,0.271036962873866,0.1959
"OTU3755:53grass",0,0,0,0,0,0,1,0,0,7,0.373239525499531,0.0141
"OTU853:42grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5297
"OTU641:42grass",0,0,1,0,0,0,0,0,0,3,0.196996229882153,0.4761
"OTU1974:42grass",0,0,0,0,0,0,1,0,0,7,0.314457788754521,0.009
"OTU782:42grass",0,0,0,0,0,0,1,0,0,7,0.274106543074346,0.0459
"OTU1037:42grass",0,0,1,0,0,0,0,0,0,3,0.196309945704062,0.5198
"OTU656:42grass",0,0,0,1,0,0,1,0,0,33,0.225325337789078,0.3012
"OTU2834:42grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5297
"OTU2695:54grass",0,0,0,0,0,0,1,0,0,7,0.2649894276496,0.271
"OTU2771:143grass",0,0,0,0,0,0,1,0,0,7,0.245455720574262,0.2091
"OTU2992:42grass",0,0,1,0,0,0,0,0,0,3,0.279372118307831,0.0477
"OTU2727:137grass",0,0,1,0,0,0,0,0,0,3,0.291675954625713,0.0907
"OTU3368:42grass",0,0,1,0,0,0,0,0,0,3,0.279372118307831,0.0495
"OTU800:42grass",0,0,1,0,0,0,1,0,0,28,0.403899842970664,0.0032
"OTU1098:54grass",0,0,0,0,0,0,1,0,0,7,0.273000924698774,0.271
"OTU1856:42grass",0,0,0,0,0,0,1,0,0,7,0.373517674317633,5e-04
"OTU3127:42grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5297
"OTU1307:42grass",0,0,1,0,0,0,1,0,1,108,0.236557275550835,0.2568
"OTU1648:42grass",0,0,0,0,0,0,1,0,0,7,0.478099794246529,1e-04
"OTU2501:42grass",0,0,0,0,0,0,1,0,0,7,0.250672366186731,0.224
"OTU919:42grass",0,0,0,0,0,0,1,0,0,7,0.428805612089462,2e-04
"OTU1262:53grass",0,0,1,0,0,0,1,0,0,28,0.314988007114194,0.0191
"OTU516:42grass",0,0,1,0,0,0,0,0,0,3,0.284985443462434,0.0459
"OTU2279:126grass",0,1,0,0,0,0,0,0,0,2,0.190189371862599,0.8206
"OTU777:78grass",0,0,0,0,1,0,0,0,0,5,0.273351768342309,0.2677
"OTU2213:42grass",0,0,0,1,0,0,0,0,1,35,0.302511646586344,0.0584
"OTU2509:51grass",0,0,1,0,0,0,0,0,0,3,0.29067569647405,0.0655
"OTU833:90grass",1,0,0,0,0,0,0,0,0,1,0.192763245292898,0.8137
"OTU3642:42grass",0,0,1,0,0,0,1,0,0,28,0.245170832164866,0.117
"OTU736:78grass",0,1,0,0,0,0,0,0,0,2,0.192596404850735,0.9315
"OTU422:43grass",0,0,1,0,0,0,0,0,0,3,0.19703626718618,0.4754
"OTU549:43grass",0,0,0,0,0,0,1,0,0,7,0.272693279453611,0.0275
"OTU2901:43grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.533
"OTU3757:43grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.533
"OTU1155:43grass",0,0,0,0,0,0,1,0,0,7,0.267440141072179,0.2659
"OTU1821:43grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.533
"OTU1794:43grass",0,0,0,0,0,0,1,0,0,7,0.26733842627914,0.2659
"OTU1871:43grass",0,0,0,0,0,0,1,0,0,7,0.261639140280276,0.2659
"OTU3420:43grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.533
"OTU611:44grass",0,0,0,0,0,0,1,0,0,7,0.304032389489652,0.0497
"OTU2339:43grass",0,0,1,0,0,0,1,0,0,28,0.182623531096501,0.6062
"OTU2238:58grass",0,0,0,0,0,0,1,0,0,7,0.463519578293673,4e-04
"OTU1401:43grass",0,0,0,0,0,0,1,0,0,7,0.271283883081051,0.2659
"OTU1783:43grass",0,0,0,0,0,0,1,0,0,7,0.353186904713438,0.0093
"OTU1071:43grass",0,0,0,0,0,0,0,0,1,9,0.188933625315765,0.5955
"OTU1184:50grass",0,0,0,0,0,0,1,0,1,44,0.317208319204735,0.0379
"OTU1962:43grass",0,0,0,0,0,0,1,0,0,7,0.330220660125201,0.0499
"OTU423:43grass",0,0,0,1,0,0,0,0,0,4,0.30022904297576,0.0437
"OTU1570:43grass",0,0,0,0,0,0,1,0,0,7,0.469300436587472,2e-04
"OTU1339:137grass",0,0,1,0,0,0,0,0,0,3,0.196024126613865,0.4996
"OTU2571:62grass",0,0,1,0,0,0,1,0,0,28,0.229398681627524,0.2384
"OTU3404:43grass",0,0,1,0,0,0,1,0,0,28,0.194540501319815,0.5335
"OTU3654:43grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.533
"OTU765:44grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5398
"OTU2116:44grass",0,0,0,0,0,0,1,0,0,7,0.256619330883583,0.2158
"OTU1257:44grass",0,0,0,0,0,0,1,0,0,7,0.224930067064032,0.4761
"OTU602:44grass",0,0,0,0,0,0,1,0,0,7,0.264883206216362,0.2661
"OTU971:44grass",0,0,1,0,0,0,1,0,0,28,0.235951795705271,0.4185
"OTU2224:44grass",0,0,0,0,0,0,1,0,0,7,0.253246372198055,0.3563
"OTU1517:44grass",0,0,0,0,0,0,1,0,0,7,0.383521845785429,0.0059
"OTU361:44grass",0,0,0,0,0,0,0,1,0,8,0.2636353982349,0.2854
"OTU1039:56grass",0,0,0,0,0,0,1,0,0,7,0.335541011529397,0.0645
"OTU2454:44grass",0,0,1,0,0,0,1,0,0,28,0.214213272614462,0.5343
"OTU3620:44grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5398
"OTU3129:56grass",0,0,0,0,0,0,1,0,0,7,0.334341081812828,0.0231
"OTU3769:44grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5398
"OTU1123:44grass",0,0,0,0,0,0,1,0,0,7,0.353938942957381,0.0176
"OTU2593:44grass",0,0,1,0,0,0,0,0,0,3,0.203079952847721,0.5133
"OTU3666:56grass",0,0,0,0,0,0,1,0,0,7,0.400616688406713,0.0041
"OTU733:44grass",1,0,0,1,0,0,0,0,0,12,0.179918779867873,0.8731
"OTU2543:56grass",0,0,0,0,0,0,1,0,0,7,0.237999029260429,0.3065
"OTU2853:44grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5398
"OTU1643:144grass",0,1,1,0,0,0,0,0,0,18,0.187082470339495,0.7371
"OTU3577:63grass",0,0,0,0,0,0,1,0,0,7,0.343506446245204,0.0347
"OTU2398:145grass",0,0,1,0,0,0,0,0,0,3,0.231319070974904,0.3044
"OTU806:77grass",0,0,0,0,1,0,0,0,0,5,0.263921752974436,0.3777
"OTU1041:44grass",0,0,1,0,0,0,0,0,0,3,0.196183435863059,0.487
"OTU2360:44grass",0,0,1,0,0,0,0,0,0,3,0.254118838845472,0.2854
"OTU3260:44grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5398
"OTU3547:105grass",0,0,1,0,1,0,0,1,0,102,0.208937861260317,0.4598
"OTU2418:56grass",0,0,0,0,0,0,1,0,0,7,0.236172049107332,0.4761
"OTU3137:44grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5398
"OTU695:45grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5309
"OTU469:45grass",0,0,1,0,0,0,1,0,0,28,0.205799810524089,0.5334
"OTU1407:45grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5309
"OTU711:45grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5309
"OTU1012:45grass",0,0,1,0,0,0,0,0,0,3,0.195964859101731,0.6003
"OTU1937:66grass",0,0,0,0,0,0,1,0,1,44,0.244919686336492,0.1821
"OTU1254:45grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5309
"OTU1889:45grass",0,0,0,0,0,0,1,0,0,7,0.261912330873745,0.2706
"OTU2666:45grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5309
"OTU2221:45grass",0,0,1,0,0,0,1,0,0,28,0.223652445764694,0.3523
"OTU942:45grass",0,0,0,0,0,0,1,0,0,7,0.331225565139846,0.0018
"OTU658:106grass",0,0,0,0,0,0,0,1,0,8,0.474604555416265,8e-04
"OTU2095:45grass",0,0,0,0,0,0,1,0,0,7,0.327268492190114,0.0464
"OTU2486:45grass",0,0,1,0,0,0,1,0,0,28,0.252154427813784,0.1545
"OTU3101:57grass",0,0,0,0,0,0,1,0,0,7,0.26733842627914,0.2706
"OTU2554:45grass",0,0,0,0,0,0,1,0,0,7,0.229194278184816,0.4804
"OTU2036:45grass",0,0,0,0,0,0,1,0,0,7,0.459370061649921,0.0014
"OTU2769:45grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5309
"OTU930:45grass",0,0,0,0,0,0,0,1,0,8,0.272779137716468,0.3506
"OTU703:67grass",0,1,0,1,0,0,0,0,1,84,0.211069256783737,0.5426
"OTU2306:45grass",0,0,0,0,0,0,1,0,0,7,0.263128985215729,0.2706
"OTU550:82grass",0,0,0,0,1,0,0,1,0,38,0.287907987569959,0.0713
"OTU2570:48grass",0,0,0,0,0,0,1,0,0,7,0.32174696258476,0.0446
"OTU3025:45grass",0,0,1,0,0,0,1,0,0,28,0.224466886514202,0.5155
"OTU1125:45grass",1,0,0,0,0,0,0,0,0,1,0.188705152963798,0.9635
"OTU2948:45grass",0,0,0,0,0,0,1,0,0,7,0.335541011529397,0.0667
"OTU2361:160grass",0,0,1,0,0,0,1,0,0,28,0.210699694695505,0.5334
"OTU536:45grass",0,0,0,0,0,0,0,1,0,8,0.273402437892647,0.2692
"OTU1958:60grass",0,0,0,0,0,0,1,0,0,7,0.336182834874848,0.0182
"OTU538:93grass",1,0,0,0,0,0,0,0,1,17,0.17638405513881,0.7264
"OTU951:48grass",0,0,0,0,0,0,1,0,0,7,0.26832947659476,0.1099
"OTU2241:45grass",0,0,0,0,0,0,1,0,0,7,0.508210067820067,1e-04
"OTU3136:45grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5309
"OTU1293:48grass",0,0,0,0,0,0,1,0,0,7,0.412371112199338,2e-04
"OTU660:46grass",0,1,1,0,0,0,0,0,1,79,0.177055910694783,0.8559
"OTU726:46grass",0,0,1,0,0,0,0,0,0,3,0.258817489365624,0.1309
"OTU2134:46grass",0,0,1,0,0,0,0,0,0,3,0.258146789251445,0.049
"OTU1835:46grass",0,0,1,0,0,0,0,0,0,3,0.270619446981569,0.0761
"OTU1112:46grass",0,0,0,0,0,0,0,0,1,9,0.238816743164269,0.221
"OTU1920:46grass",0,0,1,0,0,0,0,0,0,3,0.201558927118817,0.4747
"OTU2994:46grass",0,0,0,0,0,0,1,0,0,7,0.26733842627914,0.2691
"OTU675:46grass",0,1,1,0,0,0,0,0,0,18,0.208576101038701,0.5754
"OTU2268:153grass",0,0,1,0,0,0,0,0,0,3,0.230223382203969,0.4345
"OTU1681:46grass",0,0,0,0,0,0,1,0,0,7,0.385032263125107,0.017
"OTU3111:46grass",0,0,1,0,0,0,0,0,0,3,0.342997170285018,0.0054
"OTU1132:46grass",0,0,0,0,0,0,1,0,0,7,0.489987698774524,1e-04
"OTU2754:144grass",0,0,1,0,0,0,0,0,0,3,0.279372118307831,0.0483
"OTU2920:131grass",0,1,0,0,0,0,0,0,0,2,0.174918153319331,1
"OTU1679:46grass",0,0,1,0,0,0,1,0,0,28,0.212660603606462,0.4375
"OTU2576:47grass",0,0,1,1,0,0,0,0,0,25,0.176436336373564,0.7473
"OTU3335:83grass",1,0,1,0,1,0,0,0,1,159,0.172871581461021,0.9496
"OTU3648:47grass",0,0,1,1,0,0,0,0,0,25,0.223652445764694,0.3564
"OTU3062:95grass",0,0,0,1,0,0,0,0,0,4,0.22933188263024,0.336
"OTU1446:66grass",0,0,0,0,0,0,0,0,1,9,0.190894718673104,0.7624
"OTU3055:47grass",0,0,0,0,0,0,0,1,1,45,0.202761262912648,0.7995
"OTU1356:58grass",0,0,1,0,0,0,0,0,0,3,0.257823962850475,0.1192
"OTU3059:47grass",0,1,1,0,0,0,0,0,1,79,0.169065357601354,0.9752
"OTU3650:47grass",0,0,1,1,0,0,1,0,1,229,0.18968535597696,0.7417
"OTU3208:47grass",0,1,1,0,0,0,0,0,0,18,0.182833708618275,0.862
"OTU2477:58grass",0,0,0,0,0,0,1,0,0,7,0.384329281576785,0.0226
"OTU3044:47grass",0,1,1,1,0,0,1,0,0,188,0.180481928573348,0.8047
"OTU2777:47grass",1,1,1,0,1,0,0,0,0,131,0.172871581461021,0.9518
"OTU2693:95grass",1,1,1,0,0,0,1,0,0,133,0.172871581461021,0.9506
"OTU2723:151grass",0,0,0,0,0,0,0,0,1,9,0.173925271309261,0.9216
"OTU2402:50grass",0,0,1,0,0,0,1,0,0,28,0.240821732733787,0.2492
"OTU1992:60grass",0,0,0,0,0,0,1,0,0,7,0.245882990929097,0.2277
"OTU2972:47grass",0,0,1,0,0,0,0,0,0,3,0.249634591765719,0.2864
"OTU3581:47grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5445
"OTU3049:95grass",1,0,1,1,0,0,0,0,1,155,0.163835008130752,0.9369
"OTU3476:83grass",0,0,1,0,1,0,0,0,1,103,0.195330095361278,0.7425
"OTU3471:58grass",0,0,0,0,0,0,1,0,0,7,0.249263540389794,0.3547
"OTU3795:47grass",0,0,1,0,0,0,1,0,0,28,0.223652445764694,0.3602
"OTU1493:48grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5312
"OTU3184:48grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5312
"OTU3347:62grass",0,0,0,0,0,0,1,0,0,7,0.283343230027601,0.0813
"OTU2527:48grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5312
"OTU934:48grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5312
"OTU2152:137grass",0,0,1,0,0,0,0,0,0,3,0.214191821040666,0.4078
"OTU657:48grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5312
"OTU1595:48grass",0,0,0,0,0,0,1,0,0,7,0.242059326088164,0.2512
"OTU1213:48grass",0,0,0,1,0,0,0,0,0,4,0.253739556707449,0.3596
"OTU1419:48grass",0,0,0,0,0,0,1,0,0,7,0.266458281400603,0.2728
"OTU2960:48grass",0,0,0,0,0,0,1,0,0,7,0.236172049107332,0.4771
"OTU1016:135grass",0,1,1,0,0,0,1,0,1,199,0.15501055474261,0.952
"OTU1882:48grass",0,0,0,0,0,0,1,0,0,7,0.2543399873421,0.2909
"OTU1451:48grass",0,0,0,0,0,0,1,0,0,7,0.244866876419906,0.4771
"OTU1040:48grass",0,0,1,0,0,0,0,0,0,3,0.191703792665029,0.6007
"OTU1730:48grass",0,0,1,0,0,0,1,0,0,28,0.254352123778791,0.1046
"OTU646:48grass",0,0,0,0,0,0,1,0,0,7,0.263004950078353,0.2728
"OTU2379:60grass",0,0,0,0,0,0,1,0,0,7,0.243833280969462,0.4771
"OTU2462:60grass",0,0,0,0,0,0,1,0,0,7,0.253554677141894,0.3604
"OTU1577:48grass",0,0,0,0,0,0,1,0,0,7,0.249387122542594,0.2342
"OTU3790:48grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5312
"OTU2520:50grass",0,0,1,0,0,0,1,0,0,28,0.254997212138228,0.1128
"OTU2704:60grass",0,0,0,0,0,0,1,0,0,7,0.236172049107332,0.4771
"OTU2592:48grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5312
"OTU3193:48grass",0,0,1,0,0,0,1,0,0,28,0.194540501319815,0.5335
"OTU1781:60grass",0,0,0,0,0,0,1,0,0,7,0.267750623736316,0.2728
"OTU2290:48grass",0,0,0,0,0,0,1,0,0,7,0.271346279247881,0.2728
"OTU1400:48grass",0,0,0,0,0,0,1,0,0,7,0.264054924482993,0.2728
"OTU1851:48grass",0,0,0,0,0,0,1,0,0,7,0.26633229725185,0.2728
"OTU1547:48grass",0,0,0,0,0,0,1,0,0,7,0.255764958833092,0.2909
"OTU2635:60grass",0,0,0,0,0,0,1,0,0,7,0.268115304615313,0.2728
"OTU1472:48grass",0,0,0,0,0,0,1,0,0,7,0.241009072192428,0.4771
"OTU2066:48grass",0,0,0,0,0,0,1,0,0,7,0.263822519430549,0.2728
"OTU1641:50grass",0,1,0,0,0,0,1,0,0,22,0.234947432612437,0.2366
"OTU1895:48grass",0,0,0,0,0,0,1,0,0,7,0.27012672564512,0.2728
"OTU994:63grass",0,0,1,0,0,0,0,0,1,30,0.209843263877113,0.5222
"OTU1678:48grass",0,0,0,0,0,0,1,0,0,7,0.267672250488891,0.2728
"OTU3539:91grass",1,0,1,0,0,0,0,0,1,58,0.145662828616941,0.9587
"OTU2200:48grass",0,0,0,0,0,0,1,0,0,7,0.243833280969462,0.4771
"OTU3801:48grass",0,0,0,0,0,0,1,0,0,7,0.249263540389794,0.3599
"OTU1018:48grass",0,0,1,0,0,0,1,0,0,28,0.190199664352343,0.5656
"OTU3607:48grass",0,0,0,0,0,0,1,0,0,7,0.215332117558891,0.6434
"OTU3606:48grass",0,0,1,0,0,0,0,0,0,3,0.197065855632859,0.5312
"OTU1377:155grass",0,0,0,0,0,0,0,0,1,9,0.191206667435039,0.7641
"OTU2676:60grass",0,0,0,0,0,0,1,0,0,7,0.2649894276496,0.2728
"OTU3051:48grass",0,0,1,0,0,0,1,0,0,28,0.222762559935423,0.5335
"OTU3696:60grass",0,0,0,0,0,0,1,0,0,7,0.26733842627914,0.2728
"OTU1651:48grass",0,0,1,0,0,0,0,0,1,30,0.201685162929866,0.7309
"OTU3803:48grass",0,0,1,0,0,0,1,0,0,28,0.223652445764694,0.3506
"OTU2106:48grass",0,0,0,0,0,0,1,0,0,7,0.268730206630552,0.2728
"OTU2039:48grass",0,0,0,0,0,0,1,0,0,7,0.490947629445365,1e-04
"OTU1465:48grass",0,0,0,0,0,0,1,0,0,7,0.385285906268877,0.0198
"OTU3030:48grass",0,0,0,0,0,0,1,0,0,7,0.343506446245204,0.0396
"OTU3519:138grass",0,0,1,0,0,0,0,0,0,3,0.264906471413009,0.0475
"OTU663:48grass",0,0,0,1,0,0,0,0,0,4,0.242683356066927,0.2449
"OTU2289:60grass",0,0,0,0,0,0,1,0,0,7,0.271073586407675,0.2728
"OTU1526:48grass",0,0,0,0,0,0,1,0,0,7,0.271728853786832,0.3539
"OTU2266:48grass",0,0,0,0,0,0,1,0,0,7,0.249263540389794,0.3604
"OTU2246:48grass",0,0,0,0,0,0,1,0,0,7,0.232208657246555,0.4771
